,Date,Team,Acquired,Relinquished,Notes
423,2010-12-04,Bucks,,Drew Gooden,placed on IL with left foot injury
424,2010-12-04,Bulls,,Brian Scalabrine,placed on IL
425,2010-12-04,Bulls,Kurt Thomas,,activated from IL
426,2010-12-04,Cavaliers,,J.J. Hickson,placed on IL with illness
427,2010-12-04,Cavaliers,,Joey Graham,placed on IL with illness
428,2010-12-04,Cavaliers,Manny Harris,,activated from IL
429,2010-12-04,Cavaliers,Samardo Samuels,,activated from IL
430,2010-12-04,Timberwolves,,Anthony Tolliver,placed on IL with sprained MCL in right knee
431,2010-12-04,Timberwolves,Nikola Pekovic,,activated from IL
432,2010-12-05,Cavaliers,,Manny Harris,placed on IL
433,2010-12-05,Cavaliers,,Samardo Samuels,placed on IL
434,2010-12-05,Cavaliers,J.J. Hickson,,activated from IL
435,2010-12-05,Cavaliers,Joey Graham,,activated from iL
436,2010-12-05,Grizzlies,DeMarre Carroll,,activated from IL
437,2010-12-05,Hornets,,Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,placed on IL with illness
438,2010-12-05,Hornets,Aaron Gray,,activated from IL
439,2010-12-05,Nets,,Ben Uzoh,placed on IL
440,2010-12-05,Nets,Devin Harris,,activated from IL
441,2010-12-05,Nuggets,,Chris Andersen,placed on IL with fracture in lower back
442,2010-12-05,Nuggets,Melvin Ely,,activated from IL
443,2010-12-05,Thunder,,Morris Peterson,placed on IL
444,2010-12-05,Thunder,Kevin Durant,,activated from IL
445,2010-12-05,Wizards,,Kevin Seraphin,placed on IL (P)
446,2010-12-05,Wizards,Nick Young,,activated from IL
447,2010-12-06,Bucks,,Brian Skinner,placed on IL
448,2010-12-06,Bulls,,Kurt Thomas,placed on IL
449,2010-12-06,Bulls,Brian Scalabrine,,activated from IL
450,2010-12-06,Clippers,,Chris Kaman,placed on IL with sprained left ankle
451,2010-12-06,Clippers,Willie Warren,,activated from IL
452,2010-12-06,Hawks,,Jordan Crawford,placed on IL
453,2010-12-06,Knicks,,Bill Walker,placed on IL
454,2010-12-06,Knicks,Ronny Turiaf,,activated from IL
455,2010-12-06,Magic,,Ryan Anderson,placed on IL
456,2010-12-06,Magic,Mickael Pietrus,,activated from IL
457,2010-12-06,Bucks,Drew Gooden,,activated from IL
458,2010-12-07,Mavericks,,Tyson Chandler,placed on IL with stomach flu
459,2010-12-07,Mavericks,Alexis Ajinca / Alex Ajinca,,activated from IL
460,2010-12-07,Nets,,Stephen Graham,placed on IL
461,2010-12-07,Nets,Ben Uzoh,,activated from IL
462,2010-12-07,Pistons,DaJuan Summers,,activated from IL
463,2010-12-07,Warriors,,Rodney Carney,placed on IL with sprained left ankle
464,2010-12-07,Warriors,Louis Amundson / Lou Amundson,,activated from IL
465,2010-12-07,Wizards,,Andray Blatche,placed on IL with bruised hip
466,2010-12-07,Wizards,Kevin Seraphin,,activated from IL
467,2010-12-08,Bucks,,Drew Gooden,placed on IL
468,2010-12-08,Bucks,Brian Skinner,,activated from IL
469,2010-12-08,Bulls,,Brian Scalabrine,placed on IL
470,2010-12-08,Bulls,Kurt Thomas,,activated from IL
471,2010-12-08,Cavaliers,,Jamario Moon,placed on IL
472,2010-12-08,Cavaliers,Manny Harris,,activated from IL
473,2010-12-08,Hornets,,Aaron Gray,placed on IL
474,2010-12-08,Hornets,Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,,activated from IL
475,2010-12-08,Knicks,,Andy Rautins,placed on IL
476,2010-12-08,Knicks,Bill Walker,,activated from IL
477,2010-12-08,Pacers,,Dahntay Jones,placed on IL
478,2010-12-08,Pacers,Jeff Foster,,activated from IL
479,2010-12-08,Pistons,,DaJuan Summers,placed on IL
480,2010-12-09,76ers,,Jason Kapono,placed on IL with calf injury
481,2010-12-09,76ers,Darius Songaila,,activated from IL
482,2010-12-09,Mavericks,,Alexis Ajinca / Alex Ajinca,placed on IL
483,2010-12-09,Mavericks,Tyson Chandler,,activated from IL
484,2010-12-09,Nets,,Ben Uzoh,placed on IL
485,2010-12-09,Nets,,Derrick Favors,placed on IL with bruised thigh
486,2010-12-09,Nets,Joe Smith (Leynard),,activated from IL
487,2010-12-10,Warriors,Ekpe Udoh,,activated from IL
488,2010-12-10,Wizards,Andray Blatche,,activated from IL
489,2010-12-11,Bobcats,,Sherron Collins,placed on IL
490,2010-12-11,Bobcats,,Tyrus Thomas,placed on IL
491,2010-12-11,Bobcats,DeSagana Diop,,activated from IL
492,2010-12-11,Bobcats,Eduardo Najera,,activated from IL
493,2010-12-11,Bulls,,Kurt Thomas,placed on IL
494,2010-12-11,Bulls,Brian Scalabrine,,activated from IL
495,2010-12-11,Hawks,,Zaur Pachulia / Zaza Pachulia,placed on IL with illness
496,2010-12-11,Hawks,Jordan Crawford,,activated from IL
497,2010-12-11,Pacers,,Jeff Foster,placed on IL
498,2010-12-11,Pacers,Dahntay Jones,,activated from IL
499,2010-12-11,Raptors,,Jose Calderon,placed on IL with left foot injury
500,2010-12-11,Raptors,Solomon Alabi,,activated from IL
501,2010-12-11,Thunder,,Byron Mullens / B.J. Mullens,placed on IL
502,2010-12-11,Thunder,Morris Peterson,,activated from IL
503,2010-12-11,Warriors,,Stephen Curry,placed on IL with sprained left ankle (P)
504,2010-12-11,Wizards,,Kevin Seraphin,placed on IL
505,2010-12-12,Nets,,Damion James,placed on IL with broken right foot
506,2010-12-12,Nets,,Troy Murphy,placed on IL
507,2010-12-12,Nets,Derrick Favors,,activated from IL
508,2010-12-12,Nets,Stephen Graham,,activated from IL
509,2010-12-12,Thunder,,Nenad Krstic,placed on IL with sprained lower back
510,2010-12-12,Thunder,Byron Mullens / B.J. Mullens,,activated from IL
511,2010-12-13,Bucks,,Brian Skinner,placed on IL
512,2010-12-13,Bucks,Drew Gooden,,activated from IL
513,2010-12-13,Grizzlies,,DeMarre Carroll,placed on IL
514,2010-12-13,Grizzlies,Hamed Haddadi,,activated (P)
515,2010-12-13,Hornets,,Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,placed on IL
516,2010-12-13,Hornets,Aaron Gray,,activated from IL
517,2010-12-13,Mavericks,,Alexis Ajinca / Alex Ajinca,placed on IL (P)
518,2010-12-13,Mavericks,Brian Cardinal,,activated
519,2010-12-13,Pacers,,A.J. Price,placed on IL
520,2010-12-13,Pacers,,Danny Granger,placed on IL with sprained left ankle
521,2010-12-13,Pacers,Dahntay Jones,,activated from IL (P)
522,2010-12-13,Pacers,Paul George,,activated from IL
523,2010-12-14,Bobcats,,DeSagana Diop,placed on IL
524,2010-12-14,Bobcats,,Eduardo Najera,placed on IL
525,2010-12-14,Bobcats,Gerald Henderson (b),,activated from IL
526,2010-12-14,Bobcats,Tyrus Thomas,,activated from IL
527,2010-12-14,Lakers,,Devin Ebanks,placed on IL
528,2010-12-14,Lakers,Andrew Bynum,,activated from IL
529,2010-12-14,Nets,,Terrence Williams,placed on IL
530,2010-12-14,Nets,Ben Uzoh,,activated from IL
531,2010-12-14,Timberwolves,,Kosta Koufos,placed on IL
532,2010-12-14,Timberwolves,,Sundiata Gaines,placed on IL
533,2010-12-14,Timberwolves,Jonny Flynn,,activated from IL
534,2010-12-14,Timberwolves,Martell Webster,,activated from IL
535,2010-12-14,Wizards,,Andray Blatche,placed on IL with sore left knee
536,2010-12-14,Wizards,,John Wall (a),placed on IL with right knee tendinitis (P) / sore left foot (CBC)
537,2010-12-14,Wizards,Hamady Ndiaye / Hamady N'Diaye,,activated from IL
538,2010-12-14,Wizards,Kevin Seraphin,,activated from IL
539,2010-12-15,Bobcats,,Gerald Wallace,placed on IL with sprained left ankle
540,2010-12-15,Bobcats,DeSagana Diop,,activated from IL
541,2010-12-15,Bulls,,Kurt Thomas,placed on IL (P)
542,2010-12-15,Bulls,Brian Scalabrine,,activated from IL (P)
543,2010-12-15,Clippers,,Willie Warren,placed on IL
544,2010-12-15,Clippers,Randy Foye,,activated from IL
545,2010-12-15,Hornets,,Aaron Gray,placed on IL
546,2010-12-15,Hornets,Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,,activated from IL
547,2010-12-15,Lakers,Devin Ebanks,,activated from IL
548,2010-12-15,Pacers,Danny Granger,,activated from IL
549,2010-12-15,Suns,,Garret Siler,placed on IL
550,2010-12-15,Suns,Robin Lopez,,activated from IL
551,2010-12-15,Lakers,,Joe Smith (Leynard),placed on IL
552,2010-12-16,Hawks,,Jamal Crawford,placed on IL with sore back
553,2010-12-16,Hawks,Jordan Crawford,,activated from IL (P)
554,2010-12-16,Nets,,Sasha Vujacic,placed on IL
555,2010-12-16,Nets,Troy Murphy,,activated from IL
556,2010-12-16,Wizards,,Yi Jianlian / Jianlian Yi,placed on IL with sprained right knee
557,2010-12-16,Wizards,John Wallace,,activated
558,2010-12-17,Cavaliers,,Joey Graham,placed on IL with partially torn right quadriceps
559,2010-12-17,Cavaliers,,Leon Powe,placed on IL with finger injury
560,2010-12-17,Cavaliers,Jamario Moon,,activated from IL
561,2010-12-17,Cavaliers,Samardo Samuels,,activated from IL
562,2010-12-17,Hawks,,Jordan Crawford,placed on IL
563,2010-12-17,Hawks,Joe Johnson,,activated from IL
564,2010-12-17,Jazz,,Jeremy Evans,placed on IL
565,2010-12-17,Jazz,Mehmet Okur,,activated from IL
566,2010-12-17,Lakers,,Devin Ebanks,placed on IL
567,2010-12-17,Lakers,Joe Smith (Leynard),,activated from IL
568,2010-12-17,Nets,,Anthony Morrow,placed on IL
569,2010-12-17,Nets,Sasha Vujacic,,activated from IL
570,2010-12-17,Pacers,,Paul George,placed on IL
571,2010-12-17,Pistons,,Austin Daye,placed on IL with strained hamstring
572,2010-12-17,Pistons,DaJuan Summers,,activated from IL
573,2010-12-17,Raptors,,Predrag Stojakovic / Peja Stojakovic,placed on IL with swollen left knee
574,2010-12-17,Raptors,Jose Calderon,,activated from IL
575,2010-12-17,Thunder,,Morris Peterson,placed on IL
576,2010-12-17,Thunder,Cole Aldrich,,activated from IL
577,2010-12-17,Timberwolves,,Lazar Hayward,placed on IL
578,2010-12-17,Timberwolves,Kosta Koufos,,activated from IL
579,2010-12-18,Blazers,,Joel Przybilla,placed on IL with left ankle injury
580,2010-12-18,Bulls,,Joakim Noah,placed on IL recovering from surgery on right thumb to repair torn ligament
581,2010-12-18,Bulls,Kurt Thomas,,activated from IL
582,2010-12-18,Clippers,,Brian Cook,placed on IL with sprained right ankle
583,2010-12-18,Clippers,Willie Warren,,activated from IL
584,2010-12-18,Jazz,,Gordon Hayward,placed on IL
585,2010-12-18,Jazz,Jeremy Evans,,activated from IL
586,2010-12-18,Timberwolves,,Darko Milicic,placed on IL with sprained ankle
587,2010-12-18,Timberwolves,,Nikola Pekovic,placed on IL with sprained left ankle
588,2010-12-18,Timberwolves,Lazar Hayward,,activated from IL
589,2010-12-18,Timberwolves,Sundiata Gaines,,activated from IL
590,2010-12-18,Warriors,,Andris Biedrins,placed on IL with sprained left ankle
591,2010-12-18,Warriors,Rodney Carney,,activated from IL
592,2010-12-18,Wizards,,John Wallace,placed on IL with right knee tendinitis
593,2010-12-18,Wizards,Andray Blatche,,activated from IL
594,2010-12-18,Wizards,Josh Howard,,activated from IL
595,2010-12-18,Blazers,Luke Babbitt,,activated from IL
596,2010-12-19,Kings,,Jason Thompson,placed on IL with lacerated right ring finger
597,2010-12-19,Kings,Jermaine Taylor,,activated from IL
598,2010-12-19,Lakers,,Derrick Caracter,placed on IL
599,2010-12-19,Lakers,Devin Ebanks,,activated from IL
600,2010-12-19,Pacers,,Josh McRoberts,placed on IL with abdominal strain
601,2010-12-19,Pacers,A.J. Price,,activated from IL
602,2010-12-19,Rockets,,Ishmael Smith / Ish Smith,placed on IL
603,2010-12-19,Rockets,,Jared Jeffries,placed on IL
604,2010-12-19,Rockets,Aaron Brooks,,activated from IL
605,2010-12-19,Rockets,Terrence Williams,,activated from IL
606,2010-12-20,Bucks,,Brandon Jennings,placed on IL with broken bone in left foot
607,2010-12-20,Bucks,,Corey Maggette,placed on IL with concussion
608,2010-12-20,Bucks,Brian Skinner,,activated from IL
609,2010-12-20,Heat,,Jamaal Magloire,placed on IL
610,2010-12-20,Heat,Mike Miller,,activated from IL
611,2010-12-20,Hornets,,Marcus Banks,placed on IL (P)
612,2010-12-20,Hornets,Aaron Gray,,activated from IL
613,2010-12-20,Jazz,,Mehmet Okur,placed on IL with sprained right ankle
614,2010-12-20,Jazz,Gordon Hayward,,activated from IL
615,2010-12-20,Pacers,,Dahntay Jones,placed on IL
616,2010-12-20,Pacers,Josh McRoberts,,activated from IL
617,2010-12-20,Timberwolves,,Sundiata Gaines,placed on IL
618,2010-12-20,Timberwolves,Darko Milicic,,activated from IL
619,2010-12-20,Bucks,Carlos Delfino,,activated from IL
620,2010-12-21,Bobcats,,DeSagana Diop,placed on IL
621,2010-12-21,Bulls,,Taj Gibson,placed on IL with concussion
622,2010-12-21,Bulls,John Lucas III,,activated from IL
623,2010-12-21,Mavericks,,Steve Novak,placed on IL
624,2010-12-21,Mavericks,Alexis Ajinca / Alex Ajinca,,activated from IL
625,2010-12-21,Bobcats,Sherron Collins,,activated from IL
626,2010-12-22,76ers,,Darius Songaila,placed on IL
627,2010-12-22,76ers,Craig Brackins,,activated from IL
628,2010-12-22,Bulls,,John Lucas III,placed on IL
629,2010-12-22,Bulls,Taj Gibson,,activated from IL
630,2010-12-22,Cavaliers,,Samardo Samuels,placed on IL
631,2010-12-22,Cavaliers,Leon Powe,,activated from IL
632,2010-12-22,Clippers,,Craig Smith,placed on IL with herniated disc in lower back
633,2010-12-22,Hawks,,Etan Thomas,placed on IL
634,2010-12-22,Hawks,Jordan Crawford,,activated from IL
635,2010-12-22,Nuggets,,Melvin Ely,placed on IL
636,2010-12-22,Nuggets,Chris Andersen,,activated from IL
637,2010-12-22,Nuggets,Kenyon Martin,,activated from IL
638,2010-12-22,Pistons,,DaJuan Summers,placed on IL
639,2010-12-22,Pistons,Austin Daye,,activated from IL
640,2010-12-22,Timberwolves,,Sebastian Telfair,placed on IL with plantar fasciitis in right foot
641,2010-12-22,Timberwolves,Sundiata Gaines,,activated from IL
642,2010-12-22,Wizards,,Hamady Ndiaye / Hamady N'Diaye,placed on IL
643,2010-12-23,Heat,,Dwyane Wade,placed on IL with sore left knee
644,2010-12-23,Heat,Jamaal Magloire,,activated from IL
645,2010-12-23,Magic,,Malik Allen,placed on IL with sprained left ankle
646,2010-12-23,Magic,Ryan Anderson,,activated from IL
647,2010-12-23,Suns,,Vince Carter,placed on IL with sore left knee
648,2010-12-23,Suns,Gani Lawal,,activated from IL
649,2010-12-23,Suns,Garret Siler,,activated from IL
650,2010-12-25,Celtics,,Rajon Rondo,placed on IL with sprained left ankle
651,2010-12-25,Celtics,Jermaine O'Neal,,activated from IL
652,2010-12-25,Heat,,Jamaal Magloire,placed on IL
653,2010-12-25,Heat,Dwyane Wade,,activated from IL
654,2010-12-25,Lakers,,Devin Ebanks,placed on IL
655,2010-12-25,Lakers,Derrick Caracter,,activated from IL
656,2010-12-25,Nuggets,,Renaldo Balkman,placed on IL
657,2010-12-25,Nuggets,Melvin Ely,,activated from IL
658,2010-12-25,Thunder,,Cole Aldrich,placed on IL
659,2010-12-25,Thunder,Nenad Krstic,,activated from IL
660,2010-12-25,Warriors,,Charlie Bell,placed on IL
661,2010-12-25,Warriors,,Dan Gadzuric,placed on IL with strained left groin
662,2010-12-25,Warriors,Brandan Wright,,activated from IL
663,2010-12-25,Warriors,Stephen Curry,,activated from IL
664,2010-12-26,76ers,Darius Songaila,,activated from IL
665,2010-12-26,Cavaliers,,Daniel Gibson,placed on IL with flu
666,2010-12-26,Cavaliers,Samardo Samuels,,activated from IL
667,2010-12-26,Hawks,,Jordan Crawford,placed on IL
668,2010-12-26,Hawks,Jamal Crawford,,activated from IL
669,2010-12-26,Pacers,,A.J. Price,placed on IL
670,2010-12-26,Pacers,Dahntay Jones,,activated from IL
671,2010-12-26,Timberwolves,,Sundiata Gaines,placed on IL
672,2010-12-26,Timberwolves,Sebastian Telfair,,activated from IL
673,2010-12-26,Wizards,Hamady Ndiaye / Hamady N'Diaye,,activated from IL
674,2010-12-26,Wizards,John Wallace,,activated from IL
675,2010-12-27,Bobcats,,Dominic McGuire,placed on IL
676,2010-12-27,Bobcats,,Sherron Collins,placed on IL
677,2010-12-27,Bobcats,DeSagana Diop,,activated from IL
678,2010-12-27,Bobcats,Eduardo Najera,,activated from IL
679,2010-12-27,Bucks,,Carlos Delfino,placed on IL with concussion
680,2010-12-27,Bucks,Corey Maggette,,activated from IL
681,2010-12-27,Jazz,,Jeremy Evans,placed on IL
682,2010-12-27,Jazz,Mehmet Okur,,activated from IL
683,2010-12-27,Kings,,Luther Head,placed on IL
684,2010-12-27,Kings,Jason Thompson,,activated from IL
685,2010-12-27,Mavericks,,Brian Cardinal,placed on IL with stomach flu
686,2010-12-27,Mavericks,Steve Novak,,activated from IL
687,2010-12-27,Raptors,,Andrea Bargnani,placed on IL with strained left calf
688,2010-12-27,Timberwolves,,Lazar Hayward,placed on IL
689,2010-12-27,Timberwolves,Nikola Pekovic,,activated from IL
690,2010-12-27,Wizards,,Hamady Ndiaye / Hamady N'Diaye,placed on IL
691,2010-12-27,Wizards,,Hilton Armstrong,placed on IL with foot injury
692,2010-12-28,Cavaliers,,Samardo Samuels,placed on IL
693,2010-12-28,Cavaliers,Daniel Gibson,,activated from IL
694,2010-12-28,Mavericks,,Dirk Nowitzki,placed on IL with sprained right knee
695,2010-12-28,Mavericks,Brian Cardinal,,activated from IL
696,2010-12-28,Nuggets,,Al Harrington,placed on IL with dislocated right thumb
697,2010-12-28,Nuggets,Renaldo Balkman,,activated from IL
698,2010-12-29,76ers,,Andre Iguodala,placed on IL with right Achilles tendinitis
699,2010-12-29,76ers,,Darius Songaila,placed on IL
700,2010-12-29,76ers,Jason Kapono,,activated from IL
701,2010-12-29,Bobcats,,Eduardo Najera,placed on IL
702,2010-12-29,Bobcats,,Kwame Brown,placed on IL
703,2010-12-29,Bobcats,,Tyrus Thomas,placed on IL with sore wrist
704,2010-12-29,Bobcats,Dominic McGuire,,activated from IL
705,2010-12-29,Bobcats,Gerald Wallace,,activated from IL
706,2010-12-29,Bobcats,Sherron Collins,,activated from IL
707,2010-12-29,Hornets,,Aaron Gray,placed on IL
708,2010-12-29,Jazz,,Andrei Kirilenko,placed on IL with strained lower back
709,2010-12-29,Jazz,Jeremy Evans,,activated from IL
710,2010-12-29,Pacers,,Dahntay Jones,placed on IL
711,2010-12-29,Pacers,,Jeff Foster,placed on IL (P)
712,2010-12-29,Pacers,A.J. Price,,activated from IL
713,2010-12-29,Pacers,Paul George,,activated from IL
714,2010-12-29,Pistons,,Rodney Stuckey,placed on IL with stomach virus
715,2010-12-29,Pistons,DaJuan Summers,,activated from IL
716,2010-12-29,Suns,,Gani Lawal,placed on IL
717,2010-12-29,Suns,Vince Carter,,activated from IL
718,2010-12-29,Warriors,,Jeremy Lin,placed on IL
719,2010-12-29,Warriors,Charlie Bell,,activated from IL
720,2010-12-29,Wizards,,Lester Hudson,placed on IL
721,2010-12-29,Wizards,Hilton Armstrong,,activated from IL
722,2010-12-31,Celtics,,Kevin Garnett,placed on IL with strained right calf
723,2010-12-31,Nets,,Troy Murphy,placed on IL with viral infection
724,2010-12-31,Rockets,,Chuck Hayes,placed on IL with sprained right ankle
725,2010-12-31,Rockets,Jared Jeffries,,activated from IL
726,2010-12-31,Suns,,Garret Siler,placed on IL
727,2010-12-31,Suns,Gani Lawal,,activated from IL
728,2010-12-31,Wizards,,Kevin Seraphin,placed on IL
729,2010-12-31,Wizards,,Kirk Hinrich,placed on IL with bruised left thigh
730,2010-12-31,Wizards,Lester Hudson,,activated from IL
731,2010-12-31,Wizards,Yi Jianlian / Jianlian Yi,,activated from IL
732,2010-12-31,Celtics,Rajon Rondo,,activated from IL
733,2011-01-01,Cavaliers,,Anderson Varejao,placed on IL with fractured cheekbone
734,2011-01-01,Cavaliers,Samardo Samuels,,activated from IL
735,2011-01-01,Hornets,,Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,placed on IL
736,2011-01-01,Hornets,Aaron Gray,,activated from IL
737,2011-01-01,Jazz,,Mehmet Okur,placed on IL with strained lower back
